id;nom;n;k;amax;Run;nbLevel;graine;ite0;score0;CPU0;start;ite;score;CPU;
8;segmentation;2100;10;210;1;10;18468;26;10098226.3346556;0.140008;8;56;10003255.5544444;0.17401;
8;segmentation;2100;10;210;2;10;6335;27;9025832.00088517;0.134008;8;54;10099216.0663992;0.17801;
8;segmentation;2100;10;210;3;10;26501;39;9704915.55125135;0.218013;8;50;10207300.9546053;0.162009;
8;segmentation;2100;10;210;4;10;19170;18;9094993.39044007;0.104006;8;59;9626751.95639973;0.195011;
8;segmentation;2100;10;210;5;10;15725;21;10444909.9287388;0.119007;8;59;9858842.62369362;0.18001;
8;segmentation;2100;10;210;6;10;11479;18;9821339.57587457;0.110006;8;50;10220518.6345883;0.17401;
8;segmentation;2100;10;210;7;10;29359;11;10097392.3736362;0.0640037;8;59;9480531.40030553;0.186011;
8;segmentation;2100;10;210;8;10;26963;41;9634255.63263913;0.232013;8;44;9979940.33761518;0.155009;
8;segmentation;2100;10;210;9;10;24465;26;9919002.96336275;0.141008;8;54;10130108.880636;0.17701;
8;segmentation;2100;10;210;10;10;5706;17;10181218.2504407;0.0930053;8;43;9694899.59343727;0.147008;
8;segmentation;2100;10;210;11;10;28146;24;9752113.53718478;0.144008;8;55;9698034.52153562;0.17701;
8;segmentation;2100;10;210;12;10;23282;19;9482005.84639824;0.113007;8;44;9516389.55136722;0.150008;
8;segmentation;2100;10;210;13;10;16828;20;9718748.8552532;0.134008;8;45;9869241.17010789;0.17301;
8;segmentation;2100;10;210;14;10;9962;19;9446392.86054857;0.109006;8;43;9597770.03375865;0.155009;
8;segmentation;2100;10;210;15;10;492;15;9793733.03069401;0.0820047;8;41;9662014.01668749;0.149009;
8;segmentation;2100;10;210;16;10;2996;21;10104533.4839298;0.116007;8;55;10243692.3844309;0.18101;
8;segmentation;2100;10;210;17;10;11943;35;9732566.72349789;0.195011;8;65;10098430.0351265;0.205012;
8;segmentation;2100;10;210;18;10;4828;22;10089539.7153819;0.121007;8;73;9656031.09628161;0.257015;
8;segmentation;2100;10;210;19;10;5437;61;9605471.27202103;0.315018;8;51;9482985.92992959;0.16501;
8;segmentation;2100;10;210;20;10;32392;35;9607430.02094344;0.17501;8;78;10105065.4925994;0.319018;
8;segmentation;2100;10;210;21;10;14605;44;9587650.92613451;0.253014;8;44;9753599.13776789;0.144008;
8;segmentation;2100;10;210;22;10;3903;19;9437589.53755761;0.115007;8;92;9713988.97875197;0.289017;
8;segmentation;2100;10;210;23;10;154;22;9634823.45246157;0.123007;8;64;8972521.46249177;0.182011;
8;segmentation;2100;10;210;24;10;293;16;10088327.27148;0.0940053;8;45;10222901.7723223;0.157009;
8;segmentation;2100;10;210;25;10;12383;35;10190131.3997313;0.194011;8;68;10220346.0790532;0.212012;
8;segmentation;2100;10;210;26;10;17422;29;10018282.6727799;0.159009;8;69;9480509.4787818;0.217012;
8;segmentation;2100;10;210;27;10;18717;26;10088756.9760225;0.155009;8;51;9477839.70877538;0.17801;
8;segmentation;2100;10;210;28;10;19719;11;10442856.759695;0.0660038;8;55;9551621.33369352;0.17901;
8;segmentation;2100;10;210;29;10;19896;18;10089547.3670331;0.102006;8;87;10105065.4925994;0.333019;
8;segmentation;2100;10;210;30;10;5448;27;9509398.58726231;0.157009;8;69;9864639.59784595;0.224013;
8;segmentation;2100;10;210;31;10;21727;24;9602689.12256734;0.132008;8;43;10315706.6086065;0.147008;
8;segmentation;2100;10;210;32;10;14772;16;9453762.13541364;0.0960055;8;74;9509350.67696975;0.235013;
8;segmentation;2100;10;210;33;10;11539;19;10089547.3670332;0.109006;8;55;10099925.7525916;0.18301;
8;segmentation;2100;10;210;34;10;1870;31;9602866.58124081;0.18301;8;71;9729598.9157231;0.237013;
8;segmentation;2100;10;210;35;10;19913;16;10089470.6449524;0.0950054;8;115;9454131.24113622;0.362021;
8;segmentation;2100;10;210;36;10;25668;21;9626729.98446341;0.116007;8;67;9455612.36926486;0.203011;
8;segmentation;2100;10;210;37;10;26300;28;9869298.37939344;0.153009;8;44;9101642.30675597;0.151009;
8;segmentation;2100;10;210;38;10;17036;16;9514816.23477639;0.0970056;8;55;9634084.98074358;0.18501;
8;segmentation;2100;10;210;39;10;9895;35;10220134.261306;0.192011;8;58;10092038.4504704;0.206012;
8;segmentation;2100;10;210;40;10;28704;18;10448262.4812056;0.103006;8;46;10316819.526119;0.149008;
8;segmentation;2100;10;210;41;10;23812;16;9472342.25023223;0.0930054;8;58;9447888.27330735;0.204012;
8;segmentation;2100;10;210;42;10;31323;27;9603725.02389281;0.156009;8;45;9600774.4042445;0.147009;
8;segmentation;2100;10;210;43;10;30334;21;9478724.98010021;0.116007;8;73;9456300.61869162;0.252014;
8;segmentation;2100;10;210;44;10;17674;38;10222461.4914402;0.210012;8;80;9612569.4863701;0.263015;
8;segmentation;2100;10;210;45;10;4665;17;9700548.30096197;0.101006;8;77;9709184.70800735;0.254014;
8;segmentation;2100;10;210;46;10;15142;23;9576600.58757182;0.138008;8;61;10212275.4139748;0.180011;
8;segmentation;2100;10;210;47;10;7712;21;10097313.4454113;0.118007;8;63;10104214.1539086;0.217013;
8;segmentation;2100;10;210;48;10;28254;23;10447793.4380794;0.129007;8;51;9993975.88490905;0.16901;
8;segmentation;2100;10;210;49;10;6869;19;9896122.61430935;0.120007;8;67;9602734.67112797;0.224013;
8;segmentation;2100;10;210;50;10;25548;27;9476231.66090619;0.149008;8;40;10096350.3413873;0.137008;
8;segmentation;2100;10;210;51;10;27645;16;10248474.6024181;0.0930053;8;54;9481531.30971709;0.161009;
8;segmentation;2100;10;210;52;10;32663;44;9546855.60629789;0.232013;8;46;9632188.95560286;0.166009;
8;segmentation;2100;10;210;53;10;32758;19;10270707.22469;0.116007;8;57;9030934.90623767;0.187011;
8;segmentation;2100;10;210;54;10;20038;24;10018016.89593;0.136008;8;71;9163545.87927833;0.224013;
8;segmentation;2100;10;210;55;10;12860;25;9706013.85666487;0.132008;8;56;10099002.3757778;0.188011;
8;segmentation;2100;10;210;56;10;8724;45;9137120.05780219;0.255015;8;73;10088728.0911428;0.231013;
8;segmentation;2100;10;210;57;10;9742;24;10088394.1056119;0.141008;8;71;10099096.7327038;0.215012;
8;segmentation;2100;10;210;58;10;27530;21;10088372.9876363;0.122007;8;66;10182642.577725;0.211012;
8;segmentation;2100;10;210;59;10;779;14;10478319.6305878;0.0820047;8;67;10222358.5679767;0.192011;
8;segmentation;2100;10;210;60;10;12317;49;10220899.6578276;0.276016;8;74;9445498.81917233;0.228013;
8;segmentation;2100;10;210;61;10;3036;18;10351160.0593789;0.101006;8;59;9735454.13194025;0.18301;
8;segmentation;2100;10;210;62;10;22191;14;10104178.9914499;0.0840048;8;41;9299104.29344937;0.142008;
8;segmentation;2100;10;210;63;10;1843;39;9551520.26818892;0.216012;8;71;10227185.3323425;0.214012;
8;segmentation;2100;10;210;64;10;289;13;9626863.58469507;0.0790045;8;55;9602747.69432568;0.209012;
8;segmentation;2100;10;210;65;10;30107;24;10207300.9546053;0.142008;8;71;9630214.75060057;0.219013;
8;segmentation;2100;10;210;66;10;9041;22;9630017.81202613;0.117007;8;44;9631964.98531086;0.160009;
8;segmentation;2100;10;210;67;10;8943;19;10222630.0430035;0.114007;8;70;8972458.84925541;0.218013;
8;segmentation;2100;10;210;68;10;19265;32;10114010.3673329;0.18201;8;50;9814905.38486412;0.16501;
8;segmentation;2100;10;210;69;10;22649;35;9610063.26533944;0.18201;8;43;9262643.0665444;0.150009;
8;segmentation;2100;10;210;70;10;27447;28;10088337.0594677;0.158009;8;57;10348833.5730131;0.17401;
8;segmentation;2100;10;210;71;10;23806;38;9699053.10603453;0.216012;8;51;9738837.85149368;0.196011;
8;segmentation;2100;10;210;72;10;15891;17;9603035.25399436;0.100006;8;50;10267512.73992;0.162009;
8;segmentation;2100;10;210;73;10;6730;23;10231729.3764599;0.130007;8;86;10088394.1056119;0.312018;
8;segmentation;2100;10;210;74;10;24371;32;10181290.63327;0.17501;8;44;10090635.1558031;0.147008;
8;segmentation;2100;10;210;75;10;15351;24;10097170.3260422;0.143008;8;49;10207260.7372632;0.159009;
8;segmentation;2100;10;210;76;10;15007;28;9859716.10279043;0.16601;8;53;9704864.14027239;0.16801;
8;segmentation;2100;10;210;77;10;31102;29;9263909.02768212;0.164009;8;95;9517156.49460953;0.289017;
8;segmentation;2100;10;210;78;10;24394;22;9605049.43905973;0.128007;8;67;9706419.0770692;0.214012;
8;segmentation;2100;10;210;79;10;3549;35;9152510.98770753;0.201012;8;38;9121080.66636407;0.133008;
8;segmentation;2100;10;210;80;10;19630;22;9489909.19950518;0.127007;8;54;10478965.8769365;0.18101;
8;segmentation;2100;10;210;81;10;12624;22;9514845.82154204;0.130008;8;58;10207260.7372632;0.190011;
8;segmentation;2100;10;210;82;10;24085;18;9298358.28147841;0.106006;8;50;9480449.51139968;0.17901;
8;segmentation;2100;10;210;83;10;19955;38;10322601.6055621;0.217012;8;52;10338133.3915154;0.183011;
8;segmentation;2100;10;210;84;10;18757;35;9706036.63987788;0.198011;8;62;10220224.733681;0.198011;
8;segmentation;2100;10;210;85;10;11841;14;9588043.16542471;0.0720041;8;58;10479702.9161612;0.190011;
8;segmentation;2100;10;210;86;10;4967;27;9751003.57229256;0.159009;8;92;9877168.83129156;0.295017;
8;segmentation;2100;10;210;87;10;7377;13;10022647.716578;0.0760044;8;40;9065971.06535273;0.141008;
8;segmentation;2100;10;210;88;10;13932;21;10223031.8360996;0.118007;8;68;9175819.07118565;0.223013;
8;segmentation;2100;10;210;89;10;26309;38;8972542.14125557;0.215012;8;54;9699141.93447945;0.17101;
8;segmentation;2100;10;210;90;10;16945;24;10288574.1103419;0.146008;8;61;10441062.0650255;0.192011;
8;segmentation;2100;10;210;91;10;32440;17;9100760.15976989;0.105006;8;45;9634102.63404884;0.156009;
8;segmentation;2100;10;210;92;10;24627;26;9764470.32193289;0.142008;8;66;9552239.90853747;0.225013;
8;segmentation;2100;10;210;93;10;11324;17;9478891.36951623;0.0970055;8;62;9517075.34424794;0.201011;
8;segmentation;2100;10;210;94;10;5538;19;9522406.51727268;0.113006;8;56;8990248.2176242;0.191011;
8;segmentation;2100;10;210;95;10;21539;21;9511126.38766432;0.110006;8;63;9587828.67140413;0.204012;
8;segmentation;2100;10;210;96;10;16119;21;9658379.09803252;0.119007;8;78;9765952.12451524;0.263015;
8;segmentation;2100;10;210;97;10;2083;34;10018756.9850631;0.185011;8;60;9163545.87927833;0.204012;
8;segmentation;2100;10;210;98;10;22930;36;10224565.7943981;0.200011;8;79;9122712.9485736;0.249014;
8;segmentation;2100;10;210;99;10;16542;18;10511787.6652886;0.104006;8;47;9249494.02240581;0.153009;
8;segmentation;2100;10;210;0;10;42;16;10207243.8305985;0.0890051;9;59;9814365.90375576;0.18001;
8;segmentation;2100;10;210;1;10;18468;26;10098226.3346556;0.140008;9;60;9447400.38630622;0.183011;
8;segmentation;2100;10;210;2;10;6335;27;9025832.00088517;0.134008;9;50;9735819.65315992;0.156009;
8;segmentation;2100;10;210;3;10;26501;39;9704915.55125135;0.218013;9;50;10091889.7588298;0.157009;
8;segmentation;2100;10;210;4;10;19170;18;9094993.39044007;0.104006;9;47;9626751.95639973;0.158009;
8;segmentation;2100;10;210;5;10;15725;21;10444909.9287388;0.119007;9;80;10250266.5163708;0.215012;
8;segmentation;2100;10;210;6;10;11479;18;9821339.57587457;0.110006;9;106;9779920.35286485;0.367021;
8;segmentation;2100;10;210;7;10;29359;11;10097392.3736362;0.0640037;9;58;9551678.01684976;0.166009;
8;segmentation;2100;10;210;8;10;26963;41;9634255.63263913;0.232013;9;72;9886230.96919973;0.238013;
8;segmentation;2100;10;210;9;10;24465;26;9919002.96336275;0.141008;9;51;9660767.74868661;0.162009;
8;segmentation;2100;10;210;10;10;5706;17;10181218.2504407;0.0930053;9;78;10219834.5374145;0.210012;
8;segmentation;2100;10;210;11;10;28146;24;9752113.53718478;0.144008;9;56;9728251.36517626;0.169009;
8;segmentation;2100;10;210;12;10;23282;19;9482005.84639824;0.113007;9;69;10236475.7680111;0.211012;
8;segmentation;2100;10;210;13;10;16828;20;9718748.8552532;0.134008;9;66;9599278.47567477;0.207012;
8;segmentation;2100;10;210;14;10;9962;19;9446392.86054857;0.109006;9;58;9728590.80648839;0.195011;
8;segmentation;2100;10;210;15;10;492;15;9793733.03069401;0.0820047;9;52;9757716.71427596;0.16601;
8;segmentation;2100;10;210;16;10;2996;21;10104533.4839298;0.116007;9;69;10234319.7404357;0.233013;
8;segmentation;2100;10;210;17;10;11943;35;9732566.72349789;0.195011;9;88;10099870.9165497;0.253015;
8;segmentation;2100;10;210;18;10;4828;22;10089539.7153819;0.121007;9;62;9626857.35791261;0.187011;
8;segmentation;2100;10;210;19;10;5437;61;9605471.27202103;0.315018;9;55;9482985.92992959;0.169009;
8;segmentation;2100;10;210;20;10;32392;35;9607430.02094344;0.17501;9;96;9774472.99510338;0.255015;
8;segmentation;2100;10;210;21;10;14605;44;9587650.92613451;0.253014;9;47;9753599.13776789;0.150008;
8;segmentation;2100;10;210;22;10;3903;19;9437589.53755761;0.115007;9;71;10218108.3404389;0.249015;
8;segmentation;2100;10;210;23;10;154;22;9634823.45246157;0.123007;9;66;9262714.7094289;0.215012;
8;segmentation;2100;10;210;24;10;293;16;10088327.27148;0.0940053;9;63;10288080.8027448;0.185011;
8;segmentation;2100;10;210;25;10;12383;35;10190131.3997313;0.194011;9;51;9485255.49835477;0.154009;
8;segmentation;2100;10;210;26;10;17422;29;10018282.6727799;0.159009;9;89;9522478.10395179;0.250015;
8;segmentation;2100;10;210;27;10;18717;26;10088756.9760225;0.155009;9;68;10220426.5608044;0.206012;
8;segmentation;2100;10;210;28;10;19719;11;10442856.759695;0.0660038;9;69;9521739.95683973;0.211012;
8;segmentation;2100;10;210;29;10;19896;18;10089547.3670331;0.102006;9;70;10220607.126557;0.200011;
8;segmentation;2100;10;210;30;10;5448;27;9509398.58726231;0.157009;9;73;10220352.9718981;0.219013;
8;segmentation;2100;10;210;31;10;21727;24;9602689.12256734;0.132008;9;64;10237102.691728;0.231013;
8;segmentation;2100;10;210;32;10;14772;16;9453762.13541364;0.0960055;9;80;9326196.16332493;0.265015;
8;segmentation;2100;10;210;33;10;11539;19;10089547.3670332;0.109006;9;56;10103976.0217207;0.184011;
8;segmentation;2100;10;210;34;10;1870;31;9602866.58124081;0.18301;9;63;9730378.36671312;0.17801;
8;segmentation;2100;10;210;35;10;19913;16;10089470.6449524;0.0950054;9;48;10090681.8771992;0.153009;
8;segmentation;2100;10;210;36;10;25668;21;9626729.98446341;0.116007;9;78;9604959.83892889;0.221013;
8;segmentation;2100;10;210;37;10;26300;28;9869298.37939344;0.153009;9;75;10222771.8103991;0.199011;
8;segmentation;2100;10;210;38;10;17036;16;9514816.23477639;0.0970056;9;53;9057895.06212594;0.162009;
8;segmentation;2100;10;210;39;10;9895;35;10220134.261306;0.192011;9;57;9563580.99917756;0.17901;
8;segmentation;2100;10;210;40;10;28704;18;10448262.4812056;0.103006;9;53;10211017.2844946;0.17401;
8;segmentation;2100;10;210;41;10;23812;16;9472342.25023223;0.0930054;9;78;9447888.27330735;0.240014;
8;segmentation;2100;10;210;42;10;31323;27;9603725.02389281;0.156009;9;67;10521320.9764542;0.198011;
8;segmentation;2100;10;210;43;10;30334;21;9478724.98010021;0.116007;9;88;9448239.40814913;0.265015;
8;segmentation;2100;10;210;44;10;17674;38;10222461.4914402;0.210012;9;74;9587585.96683694;0.222013;
8;segmentation;2100;10;210;45;10;4665;17;9700548.30096197;0.101006;9;43;8972450.74744278;0.137008;
8;segmentation;2100;10;210;46;10;15142;23;9576600.58757182;0.138008;9;51;9552201.2742664;0.17101;
8;segmentation;2100;10;210;47;10;7712;21;10097313.4454113;0.118007;9;58;9703678.00592508;0.18201;
8;segmentation;2100;10;210;48;10;28254;23;10447793.4380794;0.129007;9;57;9633985.52093328;0.17401;
8;segmentation;2100;10;210;49;10;6869;19;9896122.61430935;0.120007;9;79;9734570.96243458;0.211012;
8;segmentation;2100;10;210;50;10;25548;27;9476231.66090619;0.149008;9;75;10104071.6410047;0.227013;
8;segmentation;2100;10;210;51;10;27645;16;10248474.6024181;0.0930053;9;91;9602701.01565297;0.293017;
8;segmentation;2100;10;210;52;10;32663;44;9546855.60629789;0.232013;9;76;10098133.8270168;0.224013;
8;segmentation;2100;10;210;53;10;32758;19;10270707.22469;0.116007;9;49;10182658.6152548;0.158009;
8;segmentation;2100;10;210;54;10;20038;24;10018016.89593;0.136008;9;64;10219607.1217753;0.183011;
8;segmentation;2100;10;210;55;10;12860;25;9706013.85666487;0.132008;9;78;9701346.86939728;0.240013;
8;segmentation;2100;10;210;56;10;8724;45;9137120.05780219;0.255015;9;56;10104433.0430961;0.17401;
8;segmentation;2100;10;210;57;10;9742;24;10088394.1056119;0.141008;9;53;9474944.85287769;0.16601;
8;segmentation;2100;10;210;58;10;27530;21;10088372.9876363;0.122007;9;63;9550829.58137697;0.205012;
8;segmentation;2100;10;210;59;10;779;14;10478319.6305878;0.0820047;9;78;10104063.6748733;0.217013;
8;segmentation;2100;10;210;60;10;12317;49;10220899.6578276;0.276016;9;74;9476219.4325097;0.212012;
8;segmentation;2100;10;210;61;10;3036;18;10351160.0593789;0.101006;9;69;9735454.13194025;0.18301;
8;segmentation;2100;10;210;62;10;22191;14;10104178.9914499;0.0840048;9;52;9603156.13117067;0.17001;
8;segmentation;2100;10;210;63;10;1843;39;9551520.26818892;0.216012;9;79;10445169.674683;0.234013;
8;segmentation;2100;10;210;64;10;289;13;9626863.58469507;0.0790045;9;74;10102273.4584277;0.226013;
8;segmentation;2100;10;210;65;10;30107;24;10207300.9546053;0.142008;9;57;9700363.02443607;0.17401;
8;segmentation;2100;10;210;66;10;9041;22;9630017.81202613;0.117007;9;47;8994105.80642923;0.164009;
8;segmentation;2100;10;210;67;10;8943;19;10222630.0430035;0.114007;9;59;8972458.84925541;0.17101;
8;segmentation;2100;10;210;68;10;19265;32;10114010.3673329;0.18201;9;55;9659122.55281921;0.189011;
8;segmentation;2100;10;210;69;10;22649;35;9610063.26533944;0.18201;9;70;10097538.0619229;0.196011;
8;segmentation;2100;10;210;70;10;27447;28;10088337.0594677;0.158009;9;62;10090860.7160669;0.197011;
8;segmentation;2100;10;210;71;10;23806;38;9699053.10603453;0.216012;9;55;9631422.91214672;0.16701;
8;segmentation;2100;10;210;72;10;15891;17;9603035.25399436;0.100006;9;48;10441847.4450257;0.159009;
8;segmentation;2100;10;210;73;10;6730;23;10231729.3764599;0.130007;9;47;10445707.8314124;0.149008;
8;segmentation;2100;10;210;74;10;24371;32;10181290.63327;0.17501;9;52;9362868.36184155;0.158009;
8;segmentation;2100;10;210;75;10;15351;24;10097170.3260422;0.143008;9;57;9477589.63169098;0.17401;
8;segmentation;2100;10;210;76;10;15007;28;9859716.10279043;0.16601;9;45;10182721.2406621;0.145008;
8;segmentation;2100;10;210;77;10;31102;29;9263909.02768212;0.164009;9;80;9703514.31716112;0.231013;
8;segmentation;2100;10;210;78;10;24394;22;9605049.43905973;0.128007;9;78;9706419.0770692;0.232013;
8;segmentation;2100;10;210;79;10;3549;35;9152510.98770753;0.201012;9;56;9060502.56703209;0.16901;
8;segmentation;2100;10;210;80;10;19630;22;9489909.19950518;0.127007;9;54;10222773.9358665;0.168009;
8;segmentation;2100;10;210;81;10;12624;22;9514845.82154204;0.130008;9;65;9875021.67353342;0.189011;
8;segmentation;2100;10;210;82;10;24085;18;9298358.28147841;0.106006;9;77;10181877.2425924;0.216012;
8;segmentation;2100;10;210;83;10;19955;38;10322601.6055621;0.217012;9;69;10220360.9040516;0.208012;
8;segmentation;2100;10;210;84;10;18757;35;9706036.63987788;0.198011;9;56;9481549.43230738;0.17101;
8;segmentation;2100;10;210;85;10;11841;14;9588043.16542471;0.0720041;9;61;9554819.9094173;0.18401;
8;segmentation;2100;10;210;86;10;4967;27;9751003.57229256;0.159009;9;61;9483474.59550206;0.189011;
8;segmentation;2100;10;210;87;10;7377;13;10022647.716578;0.0760044;9;54;9597596.23314117;0.16701;
8;segmentation;2100;10;210;88;10;13932;21;10223031.8360996;0.118007;9;57;10181530.7012603;0.16801;
8;segmentation;2100;10;210;89;10;26309;38;8972542.14125557;0.215012;9;57;10224201.1740808;0.17201;
8;segmentation;2100;10;210;90;10;16945;24;10288574.1103419;0.146008;9;61;10099155.435429;0.191011;
8;segmentation;2100;10;210;91;10;32440;17;9100760.15976989;0.105006;9;74;9702809.26209264;0.214012;
8;segmentation;2100;10;210;92;10;24627;26;9764470.32193289;0.142008;9;55;9551621.33369352;0.16801;
8;segmentation;2100;10;210;93;10;11324;17;9478891.36951623;0.0970055;9;66;9917783.69455006;0.18201;
8;segmentation;2100;10;210;94;10;5538;19;9522406.51727268;0.113006;9;68;9120910.15320123;0.205012;
8;segmentation;2100;10;210;95;10;21539;21;9511126.38766432;0.110006;9;51;10249114.25635;0.151008;
8;segmentation;2100;10;210;96;10;16119;21;9658379.09803252;0.119007;9;78;9823788.78112763;0.259015;
8;segmentation;2100;10;210;97;10;2083;34;10018756.9850631;0.185011;9;63;9163545.87927833;0.206012;
8;segmentation;2100;10;210;98;10;22930;36;10224565.7943981;0.200011;9;55;9060428.36494796;0.17001;
8;segmentation;2100;10;210;99;10;16542;18;10511787.6652886;0.104006;9;78;9664709.3573392;0.240014;
8;segmentation;2100;10;210;0;10;42;16;10207243.8305985;0.0890051;10;62;9814365.90375576;0.186011;
8;segmentation;2100;10;210;1;10;18468;26;10098226.3346556;0.140008;10;63;9447400.38630622;0.189011;
8;segmentation;2100;10;210;2;10;6335;27;9025832.00088517;0.134008;10;63;9710306.59583134;0.191011;
8;segmentation;2100;10;210;3;10;26501;39;9704915.55125135;0.218013;10;51;10091889.7588298;0.156009;
8;segmentation;2100;10;210;4;10;19170;18;9094993.39044007;0.104006;10;52;9121116.69700164;0.164009;
8;segmentation;2100;10;210;5;10;15725;21;10444909.9287388;0.119007;10;60;10090696.7536745;0.18001;
8;segmentation;2100;10;210;6;10;11479;18;9821339.57587457;0.110006;10;111;9779920.35286485;0.376022;
8;segmentation;2100;10;210;7;10;29359;11;10097392.3736362;0.0640037;10;50;9630370.15478797;0.16401;
8;segmentation;2100;10;210;8;10;26963;41;9634255.63263913;0.232013;10;49;9877473.08480483;0.149009;
8;segmentation;2100;10;210;9;10;24465;26;9919002.96336275;0.141008;10;67;9660562.48718708;0.215012;
8;segmentation;2100;10;210;10;10;5706;17;10181218.2504407;0.0930053;10;58;10102408.8155267;0.190011;
8;segmentation;2100;10;210;11;10;28146;24;9752113.53718478;0.144008;10;58;9728251.36517626;0.17101;
8;segmentation;2100;10;210;12;10;23282;19;9482005.84639824;0.113007;10;63;9736052.44733511;0.203012;
8;segmentation;2100;10;210;13;10;16828;20;9718748.8552532;0.134008;10;72;9709474.73564876;0.224013;
8;segmentation;2100;10;210;14;10;9962;19;9446392.86054857;0.109006;10;55;9728590.80648839;0.18201;
8;segmentation;2100;10;210;15;10;492;15;9793733.03069401;0.0820047;10;69;9772738.81671104;0.197012;
8;segmentation;2100;10;210;16;10;2996;21;10104533.4839298;0.116007;10;90;10207246.2500425;0.321018;
8;segmentation;2100;10;210;17;10;11943;35;9732566.72349789;0.195011;10;47;10183198.404686;0.143008;
8;segmentation;2100;10;210;18;10;4828;22;10089539.7153819;0.121007;10;60;9626857.35791261;0.18001;
8;segmentation;2100;10;210;19;10;5437;61;9605471.27202103;0.315018;10;60;9482985.92992959;0.17801;
8;segmentation;2100;10;210;20;10;32392;35;9607430.02094344;0.17501;10;61;9448218.50697673;0.18101;
8;segmentation;2100;10;210;21;10;14605;44;9587650.92613451;0.253014;10;46;9753599.13776789;0.145008;
8;segmentation;2100;10;210;22;10;3903;19;9437589.53755761;0.115007;10;79;10218108.3404389;0.262015;
8;segmentation;2100;10;210;23;10;154;22;9634823.45246157;0.123007;10;69;9547548.01534189;0.216012;
8;segmentation;2100;10;210;24;10;293;16;10088327.27148;0.0940053;10;60;10288080.8027448;0.185011;
8;segmentation;2100;10;210;25;10;12383;35;10190131.3997313;0.194011;10;53;9485255.49835477;0.156009;
8;segmentation;2100;10;210;26;10;17422;29;10018282.6727799;0.159009;10;87;9522478.10395179;0.249014;
8;segmentation;2100;10;210;27;10;18717;26;10088756.9760225;0.155009;10;62;10244739.3390802;0.187011;
8;segmentation;2100;10;210;28;10;19719;11;10442856.759695;0.0660038;10;75;9905826.8247319;0.207012;
8;segmentation;2100;10;210;29;10;19896;18;10089547.3670331;0.102006;10;58;10220607.126557;0.166009;
8;segmentation;2100;10;210;30;10;5448;27;9509398.58726231;0.157009;10;85;10248474.6024181;0.236014;
8;segmentation;2100;10;210;31;10;21727;24;9602689.12256734;0.132008;10;67;9780652.73657183;0.207012;
8;segmentation;2100;10;210;32;10;14772;16;9453762.13541364;0.0960055;10;75;9509350.67696975;0.222013;
8;segmentation;2100;10;210;33;10;11539;19;10089547.3670332;0.109006;10;132;10182808.8020214;0.403023;
8;segmentation;2100;10;210;34;10;1870;31;9602866.58124081;0.18301;10;66;8972432.33830453;0.189011;
8;segmentation;2100;10;210;35;10;19913;16;10089470.6449524;0.0950054;10;58;10107177.6814326;0.17501;
8;segmentation;2100;10;210;36;10;25668;21;9626729.98446341;0.116007;10;79;9605095.3731432;0.214012;
8;segmentation;2100;10;210;37;10;26300;28;9869298.37939344;0.153009;10;71;10231562.4514532;0.193011;
8;segmentation;2100;10;210;38;10;17036;16;9514816.23477639;0.0970056;10;63;9057895.06212594;0.17601;
8;segmentation;2100;10;210;39;10;9895;35;10220134.261306;0.192011;10;65;9563580.99917756;0.195011;
8;segmentation;2100;10;210;40;10;28704;18;10448262.4812056;0.103006;10;54;10211017.2844946;0.17201;
8;segmentation;2100;10;210;41;10;23812;16;9472342.25023223;0.0930054;10;68;9453684.32623649;0.228013;
8;segmentation;2100;10;210;42;10;31323;27;9603725.02389281;0.156009;10;78;10267142.2110503;0.212012;
8;segmentation;2100;10;210;43;10;30334;21;9478724.98010021;0.116007;10;105;9456300.61869161;0.288017;
8;segmentation;2100;10;210;44;10;17674;38;10222461.4914402;0.210012;10;82;9865751.91041705;0.261015;
8;segmentation;2100;10;210;45;10;4665;17;9700548.30096197;0.101006;10;43;8972450.74744278;0.141008;
8;segmentation;2100;10;210;46;10;15142;23;9576600.58757182;0.138008;10;55;10301467.0583944;0.17901;
8;segmentation;2100;10;210;47;10;7712;21;10097313.4454113;0.118007;10;68;9714140.11984971;0.192011;
8;segmentation;2100;10;210;48;10;28254;23;10447793.4380794;0.129007;10;67;9097842.81290451;0.211012;
8;segmentation;2100;10;210;49;10;6869;19;9896122.61430935;0.120007;10;83;9734570.96243458;0.265015;
8;segmentation;2100;10;210;50;10;25548;27;9476231.66090619;0.149008;10;67;10189830.901031;0.190011;
8;segmentation;2100;10;210;51;10;27645;16;10248474.6024181;0.0930053;10;59;10096538.6114872;0.17501;
8;segmentation;2100;10;210;52;10;32663;44;9546855.60629789;0.232013;10;81;10098133.8270168;0.235013;
8;segmentation;2100;10;210;53;10;32758;19;10270707.22469;0.116007;10;47;10182658.6152548;0.159009;
8;segmentation;2100;10;210;54;10;20038;24;10018016.89593;0.136008;10;67;10219607.1217753;0.187011;
8;segmentation;2100;10;210;55;10;12860;25;9706013.85666487;0.132008;10;81;9701346.86939728;0.244014;
8;segmentation;2100;10;210;56;10;8724;45;9137120.05780219;0.255015;10;67;10102243.2294961;0.200011;
8;segmentation;2100;10;210;57;10;9742;24;10088394.1056119;0.141008;10;51;9474944.85287769;0.156009;
8;segmentation;2100;10;210;58;10;27530;21;10088372.9876363;0.122007;10;66;9550829.58137697;0.214012;
