id;nom;n;k;amax;Run;nbLevel;graine;ite0;score0;CPU0;start;ite;score;CPU;
8;segmentation;2100;10;210;64;10;289;13;9626863.58469507;0.0790045;1;34;10102420.5215892;0.18101;
8;segmentation;2100;10;210;65;10;30107;24;10207300.9546053;0.142008;1;49;10102836.0620748;0.249014;
8;segmentation;2100;10;210;66;10;9041;22;9630017.81202613;0.117007;1;29;9629978.10256199;0.135008;
8;segmentation;2100;10;210;67;10;8943;19;10222630.0430035;0.114007;1;29;10223672.6409044;0.150009;
8;segmentation;2100;10;210;68;10;19265;32;10114010.3673329;0.18201;1;20;9248174.17286875;0.105006;
8;segmentation;2100;10;210;69;10;22649;35;9610063.26533944;0.18201;1;30;9050520.15494953;0.145008;
8;segmentation;2100;10;210;70;10;27447;28;10088337.0594677;0.158009;1;23;10088401.5914126;0.123007;
8;segmentation;2100;10;210;71;10;23806;38;9699053.10603453;0.216012;1;41;9719938.55730108;0.214012;
8;segmentation;2100;10;210;72;10;15891;17;9603035.25399436;0.100006;1;51;10088438.6739768;0.253014;
8;segmentation;2100;10;210;73;10;6730;23;10231729.3764599;0.130007;1;30;10221878.475597;0.153009;
8;segmentation;2100;10;210;74;10;24371;32;10181290.63327;0.17501;1;33;9699071.53745288;0.17301;
8;segmentation;2100;10;210;75;10;15351;24;10097170.3260422;0.143008;1;23;10207425.9463872;0.124007;
8;segmentation;2100;10;210;76;10;15007;28;9859716.10279043;0.16601;1;32;9859659.45587604;0.17201;
8;segmentation;2100;10;210;77;10;31102;29;9263909.02768212;0.164009;1;36;8973024.14467479;0.191011;
8;segmentation;2100;10;210;78;10;24394;22;9605049.43905973;0.128007;1;24;9675852.81797256;0.128007;
8;segmentation;2100;10;210;79;10;3549;35;9152510.98770753;0.201012;1;32;9176943.75982564;0.17101;
8;segmentation;2100;10;210;80;10;19630;22;9489909.19950518;0.127007;1;23;10096642.2825129;0.119007;
8;segmentation;2100;10;210;81;10;12624;22;9514845.82154204;0.130008;1;19;10098175.1640186;0.103006;
8;segmentation;2100;10;210;82;10;24085;18;9298358.28147841;0.106006;1;62;9157476.9195767;0.317018;
8;segmentation;2100;10;210;83;10;19955;38;10322601.6055621;0.217012;1;26;10315270.4573999;0.134008;
8;segmentation;2100;10;210;84;10;18757;35;9706036.63987788;0.198011;1;33;9700130.53369285;0.16701;
8;segmentation;2100;10;210;85;10;11841;14;9588043.16542471;0.0720041;1;13;9588043.1654247;0.0650038;
8;segmentation;2100;10;210;86;10;4967;27;9751003.57229256;0.159009;1;25;9662088.55821231;0.126007;
8;segmentation;2100;10;210;87;10;7377;13;10022647.716578;0.0760044;1;22;9626121.28646305;0.115007;
8;segmentation;2100;10;210;88;10;13932;21;10223031.8360996;0.118007;1;23;10232095.0225699;0.119007;
8;segmentation;2100;10;210;89;10;26309;38;8972542.14125557;0.215012;1;24;9098487.03671795;0.130008;
8;segmentation;2100;10;210;90;10;16945;24;10288574.1103419;0.146008;1;60;9785074.02707064;0.305018;
8;segmentation;2100;10;210;91;10;32440;17;9100760.15976989;0.105006;1;26;9097537.45517286;0.138008;
8;segmentation;2100;10;210;92;10;24627;26;9764470.32193289;0.142008;1;36;9528502.28972281;0.187011;
8;segmentation;2100;10;210;93;10;11324;17;9478891.36951623;0.0970055;1;23;10517992.0132183;0.109006;
8;segmentation;2100;10;210;94;10;5538;19;9522406.51727268;0.113006;1;35;9481046.69362011;0.18201;
8;segmentation;2100;10;210;95;10;21539;21;9511126.38766432;0.110006;1;22;9693526.13202247;0.112006;
8;segmentation;2100;10;210;96;10;16119;21;9658379.09803252;0.119007;1;25;9481529.68449743;0.130007;
8;segmentation;2100;10;210;97;10;2083;34;10018756.9850631;0.185011;1;22;9723447.01986488;0.116007;
8;segmentation;2100;10;210;98;10;22930;36;10224565.7943981;0.200011;1;33;9705205.26865187;0.165009;
8;segmentation;2100;10;210;99;10;16542;18;10511787.6652886;0.104006;1;18;10030544.1650619;0.0960055;
8;segmentation;2100;10;210;0;10;42;16;10207243.8305985;0.0890051;2;34;10181305.5852192;0.148009;
8;segmentation;2100;10;210;1;10;18468;26;10098226.3346556;0.140008;2;39;9479701.31799327;0.17001;
8;segmentation;2100;10;210;2;10;6335;27;9025832.00088517;0.134008;2;33;8991441.56572995;0.145008;
8;segmentation;2100;10;210;3;10;26501;39;9704915.55125135;0.218013;2;39;10244244.9378521;0.16401;
8;segmentation;2100;10;210;4;10;19170;18;9094993.39044007;0.104006;2;23;9094499.00928671;0.113007;
8;segmentation;2100;10;210;5;10;15725;21;10444909.9287388;0.119007;2;36;10210750.9445482;0.16701;
8;segmentation;2100;10;210;6;10;11479;18;9821339.57587457;0.110006;2;25;10288574.1103419;0.120007;
8;segmentation;2100;10;210;7;10;29359;11;10097392.3736362;0.0640037;2;23;10098495.0371924;0.122007;
8;segmentation;2100;10;210;8;10;26963;41;9634255.63263913;0.232013;2;33;9635547.0053777;0.153009;
8;segmentation;2100;10;210;9;10;24465;26;9919002.96336275;0.141008;2;35;10113755.2215507;0.158009;
8;segmentation;2100;10;210;10;10;5706;17;10181218.2504407;0.0930053;2;43;9489942.64899926;0.189011;
8;segmentation;2100;10;210;11;10;28146;24;9752113.53718478;0.144008;2;49;9598483.75858036;0.227013;
8;segmentation;2100;10;210;12;10;23282;19;9482005.84639824;0.113007;2;30;10232095.0225699;0.147009;
8;segmentation;2100;10;210;13;10;16828;20;9718748.8552532;0.134008;2;101;9735889.70344672;0.53203;
8;segmentation;2100;10;210;14;10;9962;19;9446392.86054857;0.109006;2;25;9856610.59809838;0.123007;
8;segmentation;2100;10;210;15;10;492;15;9793733.03069401;0.0820047;2;34;9309148.96701822;0.16501;
8;segmentation;2100;10;210;16;10;2996;21;10104533.4839298;0.116007;2;23;10104496.4293209;0.108006;
8;segmentation;2100;10;210;17;10;11943;35;9732566.72349789;0.195011;2;43;9720251.3657463;0.206012;
8;segmentation;2100;10;210;18;10;4828;22;10089539.7153819;0.121007;2;35;10089429.0694755;0.159009;
8;segmentation;2100;10;210;19;10;5437;61;9605471.27202103;0.315018;2;34;9820562.95677525;0.165009;
8;segmentation;2100;10;210;20;10;32392;35;9607430.02094344;0.17501;2;56;10103952.9004903;0.264015;
8;segmentation;2100;10;210;21;10;14605;44;9587650.92613451;0.253014;2;24;10116414.0187141;0.118007;
8;segmentation;2100;10;210;22;10;3903;19;9437589.53755761;0.115007;2;25;10106830.6023654;0.115007;
8;segmentation;2100;10;210;23;10;154;22;9634823.45246157;0.123007;2;33;10097564.3884116;0.163009;
8;segmentation;2100;10;210;24;10;293;16;10088327.27148;0.0940053;2;23;10088341.0661822;0.108006;
8;segmentation;2100;10;210;25;10;12383;35;10190131.3997313;0.194011;2;73;9712245.58308342;0.35002;
8;segmentation;2100;10;210;26;10;17422;29;10018282.6727799;0.159009;2;30;10089567.3761036;0.141008;
8;segmentation;2100;10;210;27;10;18717;26;10088756.9760225;0.155009;2;33;10097055.4849759;0.152009;
8;segmentation;2100;10;210;28;10;19719;11;10442856.759695;0.0660038;2;39;9481844.57582453;0.191011;
8;segmentation;2100;10;210;29;10;19896;18;10089547.3670331;0.102006;2;37;9586009.99472169;0.17601;
8;segmentation;2100;10;210;30;10;5448;27;9509398.58726231;0.157009;2;25;9483943.74329009;0.122007;
8;segmentation;2100;10;210;31;10;21727;24;9602689.12256734;0.132008;2;36;9863209.12333617;0.17001;
8;segmentation;2100;10;210;32;10;14772;16;9453762.13541364;0.0960055;2;38;9552207.96815635;0.17901;
8;segmentation;2100;10;210;33;10;11539;19;10089547.3670332;0.109006;2;27;9525849.80550977;0.127007;
8;segmentation;2100;10;210;34;10;1870;31;9602866.58124081;0.18301;2;24;10222649.9891084;0.112006;
8;segmentation;2100;10;210;35;10;19913;16;10089470.6449524;0.0950054;2;28;9224584.65340285;0.134008;
8;segmentation;2100;10;210;36;10;25668;21;9626729.98446341;0.116007;2;27;10088360.9136118;0.129007;
8;segmentation;2100;10;210;37;10;26300;28;9869298.37939344;0.153009;2;32;9877137.5577004;0.150008;
8;segmentation;2100;10;210;38;10;17036;16;9514816.23477639;0.0970056;2;23;9261028.46011448;0.112006;
8;segmentation;2100;10;210;39;10;9895;35;10220134.261306;0.192011;2;26;9481941.22972406;0.124007;
8;segmentation;2100;10;210;40;10;28704;18;10448262.4812056;0.103006;2;29;10486591.5701076;0.140008;
8;segmentation;2100;10;210;41;10;23812;16;9472342.25023223;0.0930054;2;30;9550312.73387274;0.134008;
8;segmentation;2100;10;210;42;10;31323;27;9603725.02389281;0.156009;2;28;9810076.16693441;0.131008;
8;segmentation;2100;10;210;43;10;30334;21;9478724.98010021;0.116007;2;31;9575276.3301033;0.146008;
8;segmentation;2100;10;210;44;10;17674;38;10222461.4914402;0.210012;2;26;9562646.15925708;0.120007;
8;segmentation;2100;10;210;45;10;4665;17;9700548.30096197;0.101006;2;17;9085698.55310789;0.0880049;
8;segmentation;2100;10;210;46;10;15142;23;9576600.58757182;0.138008;2;45;10088372.9876363;0.218013;
8;segmentation;2100;10;210;47;10;7712;21;10097313.4454113;0.118007;2;40;9764874.38072248;0.17701;
8;segmentation;2100;10;210;48;10;28254;23;10447793.4380794;0.129007;2;32;10212543.0446217;0.150008;
8;segmentation;2100;10;210;49;10;6869;19;9896122.61430935;0.120007;2;21;9738570.01617067;0.104006;
8;segmentation;2100;10;210;50;10;25548;27;9476231.66090619;0.149008;2;25;10181411.1063978;0.116007;
8;segmentation;2100;10;210;51;10;27645;16;10248474.6024181;0.0930053;2;37;9494595.13830149;0.157009;
8;segmentation;2100;10;210;52;10;32663;44;9546855.60629789;0.232013;2;44;10116139.4196;0.202012;
8;segmentation;2100;10;210;53;10;32758;19;10270707.22469;0.116007;2;27;9948837.26825552;0.124007;
8;segmentation;2100;10;210;54;10;20038;24;10018016.89593;0.136008;2;32;8972542.14125557;0.153009;
8;segmentation;2100;10;210;55;10;12860;25;9706013.85666487;0.132008;2;34;9453988.19697345;0.163009;
