id;nom;n;k;amax;NbRun;nbLevel;ite0_moyenne;ite0_variance;score0_moyenne;score0_variance;CPU0_moyenne;CPU0_variance;start;ite_moyenne;ite_variance;score_moyenne;score_variance;CPU_moyenne;CPU_variance;
8;segmentation;2100;60;210;100;5;28.6;53.28;2255414.80999287;12444575448.6135;0.5261;0.00911761;3;49.33;146.281;2292982.85956095;28934598759.3417;0.587374;0.00783854;
8;segmentation;2100;60;210;100;5;28.6;53.28;2255414.80999287;12444575448.6135;0.5261;0.00911761;4;56.52;147.01;2322097.53218592;25359128910.1457;0.614785;0.00892915;
8;segmentation;2100;60;210;100;5;28.6;53.28;2255414.80999287;12444575448.6135;0.5261;0.00911761;5;62.31;151.054;2327144.52065118;21275585028.3584;0.647597;0.00733232;
8;segmentation;2100;70;210;100;4;27.98;60.1796;2071452.21280112;20795626827.1201;0.571033;0.0100712;0;27.98;60.1796;2071452.21280112;20795626827.1201;0.571033;0.0100712;
8;segmentation;2100;70;210;100;4;27.98;60.1796;2071452.21280112;20795626827.1201;0.571033;0.0100712;1;35.17;103.081;2097886.64401419;25307382221.248;0.589974;0.00846107;
8;segmentation;2100;70;210;100;4;27.98;60.1796;2071452.21280112;20795626827.1201;0.571033;0.0100712;2;42.62;119.656;2082475.30167702;29314334128.9916;0.623546;0.0109906;
8;segmentation;2100;70;210;100;4;27.98;60.1796;2071452.21280112;20795626827.1201;0.571033;0.0100712;3;54.08;126.314;2060030.259491;31444088521.2577;0.6907;0.00822517;
8;segmentation;2100;70;210;100;4;27.98;60.1796;2071452.21280112;20795626827.1201;0.571033;0.0100712;4;58.38;169.936;2052638.57780055;23299276879.1066;0.715711;0.01151;
8;segmentation;2100;80;210;100;3;27.04;45.3984;1890285.67693704;29918468686.6809;0.619935;0.0097305;0;27.04;45.3984;1890285.67693704;29918468686.6809;0.619935;0.0097305;
8;segmentation;2100;80;210;100;3;27.04;45.3984;1890285.67693704;29918468686.6809;0.619935;0.0097305;1;36.53;101.689;1875811.69717964;27151466720.0926;0.675869;0.0116265;
8;segmentation;2100;80;210;100;3;27.04;45.3984;1890285.67693704;29918468686.6809;0.619935;0.0097305;2;43.78;117.932;1864602.13124257;30565430195.5657;0.69933;0.0130227;
8;segmentation;2100;80;210;100;3;27.04;45.3984;1890285.67693704;29918468686.6809;0.619935;0.0097305;3;51.32;163.838;1850907.20992356;31498980419.3329;0.746523;0.0125159;
8;segmentation;2100;90;210;100;2;29.44;51.1864;1644962.29848127;26344965689.5629;0.731702;0.0133348;0;29.44;51.1864;1644962.29848127;26344965689.5629;0.731702;0.0133348;
8;segmentation;2100;90;210;100;2;29.44;51.1864;1644962.29848127;26344965689.5629;0.731702;0.0133348;1;37.55;89.1675;1658492.89997868;28915597120.8356;0.748173;0.0106862;
8;segmentation;2100;90;210;100;2;29.44;51.1864;1644962.29848127;26344965689.5629;0.731702;0.0133348;2;43.5;126.91;1664421.45914428;22441770530.8001;0.791635;0.0111282;
8;segmentation;2100;100;210;100;1;29.42;66.4636;1504407.98951854;23639428049.1644;0.789055;0.0169453;0;29.42;66.4636;1504407.98951854;23639428049.1644;0.789055;0.0169453;
8;segmentation;2100;100;210;100;1;29.42;66.4636;1504407.98951854;23639428049.1644;0.789055;0.0169453;1;36.24;71.4024;1521404.81241892;25134976411.3475;0.837998;0.0150272;
